time_span,x,y,z,vx,vy,vz
2459897.500000000, -3.286118022814495E+07, -6.099614976890865E+07, -1.960341619914792E+06,  3.426882691946308E+01, -1.978126308189872E+01, -4.874900642221204E+00
2459898.500000000, -2.986775532627694E+07, -6.259985926804478E+07, -2.376114663230959E+06,  3.499231393611622E+01, -1.735088950145462E+01, -4.746177737470787E+00
2459899.500000000, -2.681951893228436E+07, -6.399627593374435E+07, -2.779967550143093E+06,  3.554194664029845E+01, -1.498600590492339E+01, -4.599630187692505E+00
2459900.500000000, -2.373032221938153E+07, -6.519178572749986E+07, -3.170533594569638E+06,  3.594528308466778E+01, -1.270228892152751E+01, -4.439292724439471E+00
2459901.500000000, -2.061153613596641E+07, -6.619381812943359E+07, -3.546797044798993E+06,  3.623188624735634E+01, -1.050813273661372E+01, -4.269215913357190E+00
2459902.500000000, -1.747195524415341E+07, -6.701020131491739E+07, -3.908084567256313E+06,  3.643152657852164E+01, -8.404361543304145E+00, -4.093237972240344E+00
2459903.500000000, -1.431785878667974E+07, -6.764851185594994E+07, -4.254037378325336E+06,  3.657235833550818E+01, -6.384391510452129E+00, -3.914767306960789E+00
2459904.500000000, -1.115322647418064E+07, -6.811545768816717E+07, -4.584565537514027E+06,  3.667917991544860E+01, -4.434835418568253E+00, -3.736589181917471E+00
2459905.500000000, -7.980097129610720E+06, -6.841633131539638E+07, -4.899787016939089E+06,  3.677188342093563E+01, -2.536516079030831E+00, -3.560708480045220E+00
2459906.500000000, -4.799049682874753E+06, -6.855456619803812E+07, -5.199955105242308E+06,  3.686418728348436E+01, -6.658297184061860E-01, -3.388238317909336E+00
2459907.500000000, -1.609778604984048E+06, -6.853142323802368E+07, -5.485378431271449E+06,  3.696272862555531E+01,  1.203620798579294E+00, -3.219341498502716E+00
2459908.500000000,  1.588269840605103E+06, -6.834582660295498E+07, -5.756338360034920E+06,  3.706657021896334E+01,  3.099219415760785E+00, -3.053228578693314E+00
2459909.500000000,  4.795237823216820E+06, -6.799435929657918E+07, -6.013008692388196E+06,  3.716715173524288E+01,  5.047463965124487E+00, -2.888212896288633E+00
2459910.500000000,  8.010211348668766E+06, -6.747141942446335E+07, -6.255382480108764E+06,  3.724868802588315E+01,  7.072137731060680E+00, -2.721819453678144E+00
2459911.500000000,  1.123062860425990E+07, -6.676952860320952E+07, -6.483210357249144E+06,  3.728899007169552E+01,  9.192633434945851E+00, -2.550941302323013E+00
2459912.500000000,  1.445177578138529E+07, -6.587977500206871E+07, -6.695954112548940E+06,  3.726065866539643E+01,  1.142252803164340E+01, -2.372034214512468E+00
2459913.500000000,  1.766639959901125E+07, -6.479236563771683E+07, -6.892758328149982E+06,  3.713257841327022E+01,  1.376849111920530E+01, -2.181338141361583E+00
2459914.500000000,  2.086445868060222E+07, -6.349725625001583E+07, -7.072441842545845E+06,  3.687162164759197E+01,  1.622958907816383E+01, -1.975112379887360E+00
2459915.500000000,  2.403302754680013E+07, -6.198482275635315E+07, -7.233509626621217E+06,  3.644445944793367E+01,  1.879702254158330E+01, -1.749870604808509E+00
2459916.500000000,  2.715635779637578E+07, -6.024653618213302E+07, -7.374184463149838E+06,  3.581937095509358E+01,  2.145430795226748E+01, -1.502602010856536E+00
2459917.500000000,  3.021609162975079E+07, -5.827560322600818E+07, -7.492456666508261E+06,  3.496794291965056E+01,  2.417788643630099E+01, -1.230965754982239E+00
2459918.500000000,  3.319161381019378E+07, -5.606753722621571E+07, -7.586149042312961E+06,  3.386655894277092E+01,  2.693811670725188E+01, -9.334476288604421E-01
2459919.500000000,  3.606052002606445E+07, -5.362062908979240E+07, -7.652993430896137E+06,  3.249759171679839E+01,  2.970058485439473E+01, -6.094703255823575E-01
2459920.500000000,  3.879917292830085E+07, -5.093629443436630E+07, -7.690714557727985E+06,  3.085023095176738E+01,  3.242764415237882E+01, -2.594516426085587E-01
2459921.500000000,  4.138331230133494E+07, -4.801928135837200E+07, -7.697116567479687E+06,  2.892090344106198E+01,  3.508008371248940E+01,  1.151916960676367E-01
2459922.500000000,  4.378868320276779E+07, -4.487773239023963E+07, -7.670167568980265E+06,  2.671326846705042E+01,  3.761881682127198E+01,  5.120934177730838E-01
2459923.500000000,  4.599164566710887E+07, -4.152310369442509E+07, -7.608077770046545E+06,  2.423779988135526E+01,  4.000647876334586E+01,  9.280356612705383E-01
2459924.500000000,  4.796973175877539E+07, -3.796995392260151E+07, -7.509367319354516E+06,  2.151099402379296E+01,  4.220882999272227E+01,  1.359087742925665E+00
2459925.500000000,  4.970212027953468E+07, -3.423562358316194E+07, -7.372920764091514E+06,  1.855426847390478E+01,  4.419587349401881E+01,  1.800775278523517E+00
2459926.500000000,  5.117000604236905E+07, -3.033983288717295E+07, -7.198026027137376E+06,  1.539263884735409E+01,  4.594261447335730E+01,  2.248267203460934E+00
2459927.500000000,  5.235684894115404E+07, -2.630423120593298E+07, -6.984396941519391E+06,  1.205327800320740E+01,  4.742941520448640E+01,  2.696567045714460E+00
2459928.500000000,  5.324849758090758E+07, -2.215193413006011E+07, -6.732179576998970E+06,  8.564072882547745E+00,  4.864192669874721E+01,  3.140694548460132E+00
2459929.500000000,  5.383319239826880E+07, -1.790708435537911E+07, -6.441943770179741E+06,  4.952297776990020E+00,  4.957061039688428E+01,  3.575844480624511E+00
2459930.500000000,  5.410146333537599E+07, -1.359447007525491E+07, -6.114662337937748E+06,  1.243518427782692E+00,  5.020989563495883E+01,  3.997511234270469E+00
2459931.500000000,  5.404594652324690E+07, -9.239229221335493E+06, -5.751681327153192E+06, -2.539171434818877E+00,  5.055705039847703E+01,  4.401570556776683E+00
2459932.500000000,  5.366115235020390E+07, -4.866659917152049E+06, -5.354685249577331E+06, -6.375500817092875E+00,  5.061087188380313E+01,  4.784313416893070E+00
2459933.500000000,  5.294322300571410E+07, -5.021472206964062E+05, -4.925661497232847E+06, -1.024790881674596E+01,  5.037032749996076E+01,  5.142431407203411E+00
2459934.500000000,  5.188972040043746E+07,  3.828795844710084E+06, -4.466867975180795E+06, -1.414095541084537E+01,  4.983329381764408E+01,  5.472958015079179E+00
2459935.500000000,  5.049948464031186E+07,  8.100388100988752E+06, -3.980807392472534E+06, -1.804028658948302E+01,  4.899554799998867E+01,  5.773175227989761E+00
2459936.500000000,  4.877259847614849E+07,  1.228636920636838E+07, -3.470210619085872E+06, -2.193123359482925E+01,  4.785016059397526E+01,  6.040499836658906E+00
2459937.500000000,  4.671048407655279E+07,  1.635975823431030E+07, -2.938030090946353E+06, -2.579717646767695E+01,  4.638741734099342E+01,  6.272367883708387E+00
2459938.500000000,  4.431614513672403E+07,  2.029263171880433E+07, -2.387442526914236E+06, -2.961784935443531E+01,  4.459535843350737E+01,  6.466138264431713E+00
2459939.500000000,  4.159455029110833E+07,  2.405597629989701E+07, -1.821858376796637E+06, -3.336780235262820E+01,  4.246096527497260E+01,  6.619036723153835E+00
2459940.500000000,  3.855313425975587E+07,  2.761967053001058E+07, -1.244933682316495E+06, -3.701525352985289E+01,  3.997194879838110E+01,  6.728158646259365E+00
2459941.500000000,  3.520237312708494E+07,  3.095264268608764E+07, -6.605786938775461E+05, -4.052155577078020E+01,  3.711900544291547E+01,  6.790542636096577E+00
2459942.500000000,  3.155637240001338E+07,  3.402323597922677E+07, -7.295695594974980E+04, -4.384145825873784E+01,  3.389831804895508E+01,  6.803316929473404E+00
2459943.500000000,  2.763339431157417E+07,  3.679978996265403E+07,  5.135310780591853E+05, -4.692425832178691E+01,  3.031400566887267E+01,  6.763908248559055E+00
2459944.500000000,  2.345624746939214E+07,  3.925141939572033E+07,  1.094284372347113E+06, -4.971582114575082E+01,  2.638018822993052E+01,  6.670289635642913E+00
2459945.500000000,  1.905246973227252E+07,  4.134894317420671E+07,  1.664559530411545E+06, -5.216130860940736E+01,  2.212234695297824E+01,  6.521233106807881E+00
2459946.500000000,  1.445425460515739E+07,  4.306589124864180E+07,  2.219549637148503E+06, -5.420833077580580E+01,  1.757773850719509E+01,  6.316527706112525E+00
2459947.500000000,  9.698100378518529E+06,  4.437950194898412E+07,  2.754479091308286E+06, -5.581014592816468E+01,  1.279475390292071E+01,  6.057126131591998E+00
2459948.500000000,  4.824195006091087E+06,  4.527161973888221E+07,  3.264707033037506E+06, -5.692851432103672E+01,  7.831278182056644E+00,  5.745194061108833E+00
2459949.500000000, -1.244181049946785E+05,  4.572941535530794E+07,  3.745830452411249E+06, -5.753586844156400E+01,  2.752266736197507E+00,  5.384053665303816E+00
2459950.500000000, -5.102824097091583E+06,  4.574587434620759E+07,  4.193778178091448E+06, -5.761658782310779E+01, -2.373131095583319E+00,  4.978032392197436E+00
2459951.500000000, -1.006528971408979E+07,  4.532003097060768E+07,  4.604888664265690E+06, -5.716732801803577E+01, -7.474528804067015E+00,  4.532244846683292E+00
2459952.500000000, -1.496630724001276E+07,  4.445695550026669E+07,  4.975967375458129E+06, -5.619650948968148E+01, -1.248300537731346E+01,  4.052345206392088E+00
2459953.500000000, -1.976156559949238E+07,  4.316752786940649E+07,  5.304322892839981E+06, -5.472318529676197E+01, -1.733331976792725E+01,  3.544288150706739E+00
2459954.500000000, -2.440880640403792E+07,  4.146804530667530E+07,  5.587783864289530E+06, -5.277555519737558E+01, -2.196553307794135E+01,  3.014128566603246E+00
2459955.500000000, -2.886854558651292E+07,  3.937971507719083E+07,  5.824700999969663E+06, -5.038937791666377E+01, -2.632605789445411E+01,  2.467877353754680E+00
2459956.500000000, -3.310466053203131E+07,  3.692807760487918E+07,  6.013939191271687E+06, -4.760646990700471E+01, -3.036824373284016E+01,  1.911416382905571E+00
2459957.500000000, -3.708485525992323E+07,  3.414239363099116E+07,  6.154864544896603E+06, -4.447339355907096E+01, -3.405265050156754E+01,  1.350463508807890E+00
2459958.500000000, -4.078102144036692E+07,  3.105501571782856E+07,  6.247329961554201E+06, -4.104035511218891E+01, -3.734716041918917E+01,  7.905706356939231E-01
2459959.500000000, -4.416951188318686E+07,  2.770075269502161E+07,  6.291661254694318E+06, -3.736026974839550E+01, -4.022704495690022E+01,  2.371348054390765E-01
2459960.500000000, -4.723133774365524E+07,  2.411622768769575E+07,  6.288644102072853E+06, -3.348791636406802E+01, -4.267505300686798E+01, -3.045964493586784E-01
2459961.500000000, -4.995229348388688E+07,  2.033922693502303E+07,  6.239510672176265E+06, -2.947909692075487E+01, -4.468153420413356E+01, -8.295399243516997E-01
2459962.500000000, -5.232300675774099E+07,  1.640803737755121E+07,  6.145923770100582E+06, -2.538972942141971E+01, -4.624456772055559E+01, -1.332820229812722E+00
2459963.500000000, -5.433890539516161E+07,  1.236077493049652E+07,  6.009955886854028E+06, -2.127483153336739E+01, -4.737003769282840E+01, -1.809844141542449E+00
2459964.500000000, -5.600009139770463E+07,  8.234711121702828E+06,  5.834060599893697E+06, -1.718738582497792E+01, -4.807158340495128E+01, -2.256402297703950E+00
2459965.500000000, -5.731111254317047E+07,  4.065612002492746E+06,  5.621034282876707E+06, -1.317711099805144E+01, -4.837035417140915E+01, -2.668790177820664E+00
2459966.500000000, -5.828062557317805E+07, -1.128912292378873E+05,  5.373966923651703E+06, -9.289191727575126E+00, -4.829451263768192E+01, -3.043937212945391E+00
2459967.500000000, -5.892095042039751E+07, -4.269876499294633E+06,  5.096181891417029E+06, -5.563039928293138E+00, -4.787845230407620E+01, -3.379531309694446E+00
2459968.500000000, -5.924752176264830E+07, -8.377624806074934E+06,  4.791165608270004E+06, -2.031171145411418E+00, -4.716172180898636E+01, -3.674125937311267E+00
2459969.500000000, -5.927825155021755E+07, -1.241200920041122E+07,  4.462489150620651E+06,  1.281718815464264E+00, -4.618767652193291E+01, -3.927218044347143E+00
2459970.500000000, -5.903282324920488E+07, -1.635275708702469E+07,  4.113724733956284E+06,  4.359399227111847E+00, -4.500190444395121E+01, -4.139287204471124E+00
2459971.500000000, -5.853194467514867E+07, -2.018356920988694E+07,  3.748360743706429E+06,  7.194408716971298E+00, -4.365049601803179E+01, -4.311789276591112E+00
2459972.500000000, -5.779659088555000E+07, -2.389208547971081E+07,  3.369719412196255E+06,  9.787975966752333E+00, -4.217824452859050E+01, -4.447101230043863E+00
2459973.500000000, -5.684727124085714E+07, -2.746969579219628E+07,  2.980881377170253E+06,  1.214953869433574E+01, -4.062687420383479E+01, -4.548417360509294E+00
2459974.500000000, -5.570335518357970E+07, -3.091120256850754E+07,  2.584621184313385E+06,  1.429586901602632E+01, -3.903339636399517E+01, -4.619600648189381E+00
2459975.500000000, -5.438248944884884E+07, -3.421435029644928E+07,  2.183357329248330E+06,  1.624983942273979E+01, -3.742868993164700E+01, -4.664996249772459E+00
2459976.500000000, -5.290013539700884E+07, -3.737924525003491E+07,  1.779119707526105E+06,  1.803888778510223E+01, -3.583639175940976E+01, -4.689216863044544E+00
2459977.500000000, -5.126924919131974E+07, -4.040769525960462E+07,  1.373536404297410E+06,  1.969326038675015E+01, -3.427216537476212E+01, -4.696911789225945E+00
2459978.500000000, -4.950012000331457E+07, -4.330250442560960E+07,  9.678406714481059E+05,  2.124412761464722E+01, -3.274339508237124E+01, -4.692532819914335E+00
2459979.500000000, -4.760037278915781E+07, -4.606676066311263E+07,  5.628977803034596E+05,  2.272167660140061E+01, -3.124932736350881E+01, -4.680110520000726E+00
2459980.500000000, -4.557513298717991E+07, -4.870315471227488E+07,  1.592502778591774E+05,  2.415328820446078E+01, -2.978165481248740E+01, -4.663054045496397E+00
2459981.500000000, -4.342734131913754E+07, -5.121336768008199E+07, -2.428209114379883E+05,  2.556190202964211E+01, -2.832551117545450E+01, -4.643986359820067E+00
2459982.500000000, -4.115819831327237E+07, -5.359756036653768E+07, -6.432230385472067E+05,  2.696466299590379E+01, -2.686082110971501E+01, -4.624624678636438E+00
2459983.500000000, -3.876771074552543E+07, -5.585399179326368E+07, -1.041969975831315E+06,  2.837192683451851E+01, -2.536392664213242E+01, -4.605713312191948E+00
2459984.500000000, -3.625530638459440E+07, -5.797878684046986E+07, -1.439097281905919E+06,  2.978668092103583E+01, -2.380939533762041E+01, -4.587012953083736E+00
2459985.500000000, -3.362047959513196E+07, -5.996586416181262E+07, -1.834578815684617E+06,  3.120441225432752E+01, -2.217190396181263E+01, -4.567347071558941E+00
2459986.500000000, -3.086342874698932E+07, -6.180702611515471E+07, -2.228249738171481E+06,  3.261342774327802E+01, -2.042808664547993E+01, -4.544702640193354E+00
2459987.500000000, -2.798564710531996E+07, -6.349220289434756E+07, -2.619740356860612E+06,  3.399560488293697E+01, -1.855823854193141E+01, -4.516379128201938E+00
2459988.500000000, -2.499043190101922E+07, -6.500983395533457E+07, -3.008424614600923E+06,  3.532752506694281E+01, -1.654777460504534E+01, -4.479176785505778E+00
2459989.500000000, -2.188328142625290E+07, -6.634736175442185E+07, -3.393386141698837E+06,  3.658191878270354E+01, -1.438835788778746E+01, -4.429612858303829E+00
2459990.500000000, -1.867215695807220E+07, -6.749180625160190E+07, -3.773403730285212E+06,  3.772933318671610E+01, -1.207863177549872E+01, -4.364152688170053E+00
2459991.500000000, -1.536759466489357E+07, -6.843038397977574E+07, -4.146956917918898E+06,  3.873991921494452E+01, -9.624514609421997E+00, -4.279441750174580E+00
2459992.500000000, -1.198266189063221E+07, -6.915113302787487E+07, -4.512251154351760E+06,  3.958522827207226E+01, -7.039041761869693E+00, -4.172524638215656E+00
2459993.500000000, -8.532761779071201E+06, -6.964350518462349E+07, -4.867260845265418E+06,  4.023990810718719E+01, -4.341767775624534E+00, -4.041037811674314E+00
2459994.500000000, -5.035299515402808E+06, -6.989888874926323E+07, -5.209787491618678E+06,  4.068319375790853E+01, -1.557767999056943E+00, -3.883364528566274E+00
2459995.500000000, -1.509231956235622E+06, -6.991103000147399E+07, -5.537529238714721E+06,  4.090010205633466E+01,  1.283696398225103E+00, -3.698742709305618E+00
2459996.500000000,  2.025470423586307E+06, -6.967632776486589E+07, -5.848157470585275E+06,  4.088225637822204E+01,  4.150765545772520E+00, -3.487319361567510E+00
2459997.500000000,  5.548414955801133E+06, -6.919398350757104E+07, -6.139395674474046E+06,  4.062829098146991E+01,  7.010720155714788E+00, -3.250148475514063E+00
2459998.500000000,  9.039393983419620E+06, -6.846599851500097E+07, -6.409095682520758E+06,  4.014381004891209E+01,  9.831763558346919E+00, -2.989132770920802E+00
2459999.500000000,  1.247896927815700E+07, -6.749701929327597E+07, -6.655306580863286E+06,  3.944090386303005E+01,  1.258473426713775E+01, -2.706913132882789E+00
2460000.500000000,  1.584899649517444E+07, -6.629404193434916E+07, -6.876332049698092E+06,  3.853725174320950E+01,  1.524464083483589E+01, -2.406712801302532E+00
2460001.500000000,  1.913305616753673E+07, -6.486599511579876E+07, -7.070772633198962E+06,  3.745486682497867E+01,  1.779192129997342E+01, -2.092146185717673E+00
2460002.500000000,  2.231676348775159E+07, -6.322322917838366E+07, -7.237550391559303E+06,  3.621855991999350E+01,  2.021334597244399E+01, -1.767004391517087E+00
2460003.500000000,  2.538793659229257E+07, -6.137694485282078E+07, -7.375914501594298E+06,  3.485421723376178E+01,  2.250250366792946E+01, -1.435031032737712E+00
2460004.500000000,  2.833661181036640E+07, -5.933859932358335E+07, -7.485427580454364E+06,  3.338699858870223E+01,  2.465983647738980E+01, -1.099702581230622E+00
2460005.500000000,  3.115490383785516E+07, -5.711932917359807E+07, -7.565933736602250E+06,  3.183956830618569E+01,  2.669221523697652E+01, -7.640273225193326E-01
2460006.500000000,  3.383671848537564E+07, -5.472942923797037E+07, -7.617510529669475E+06,  3.023046973811255E+01,  2.861207541098448E+01, -4.303759675955359E-01
2460007.500000000,  3.637733495114761E+07, -5.217792353852993E+07, -7.640408075797442E+06,  2.857274671246776E+01,  3.043615946113006E+01, -1.003551706468073E-01
2460008.500000000,  3.877288293703014E+07, -4.947225944544585E+07, -7.634979404804848E+06,  2.687290137842503E+01,  3.218393537880429E+01,  2.252672643983900E-01
2460009.500000000,  4.101974687228887E+07, -4.661814931721035E+07, -7.601606808525763E+06,  2.513025898648446E+01,  3.387578051572176E+01,  5.465796906123632E-01
2460010.500000000,  4.311393463728969E+07, -4.361957551443667E+07, -7.540629278785380E+06,  2.333678721456440E+01,  3.553103404797685E+01,  8.644839631511765E-01
2460011.500000000,  4.505045120555235E+07, -4.047896535646822E+07, -7.452276197993435E+06,  2.147739218618486E+01,  3.716602958025391E+01,  1.180593810625277E+00
2460012.500000000,  4.682271839543708E+07, -3.719753283255541E+07, -7.336612211927338E+06,  1.953068689890518E+01,  3.879222117061079E+01,  1.497078620622634E+00
2460013.500000000,  4.842208042877019E+07, -3.377577424480009E+07, -7.193497696883861E+06,  1.747020200245397E+01,  4.041451148803799E+01,  1.816460170220727E+00
2460014.500000000,  4.983743135626291E+07, -3.021409597828159E+07, -7.022568461813549E+06,  1.526598526982545E+01,  4.202988038770886E+01,  2.141372546933569E+00
2460015.500000000,  5.105499487684008E+07, -2.651354473566034E+07, -6.823237343511648E+06,  1.288651602922576E+01,  4.362639678225775E+01,  2.474297655425785E+00
2460016.500000000,  5.205828000133602E+07, -2.267660421893186E+07, -6.594719212500134E+06,  1.030084530218676E+01,  4.518267751695606E+01,  2.817290199565281E+00
2460017.500000000,  5.282822781410795E+07, -1.870801765346979E+07, -6.336079667595486E+06,  7.480862050275179E+00,  4.666783547887620E+01,  3.171706829693882E+00
2460018.500000000,  5.334355572638062E+07, -1.461559286088878E+07, -6.046306417929720E+06,  4.403580912992705E+00,  4.804193695408302E+01,  3.537954268466986E+00
2460019.500000000,  5.358129653968864E+07, -1.041094579474332E+07, -5.724401088209803E+06,  1.053346736741149E+00,  4.925696681075033E+01,  3.915270744560711E+00
2460020.500000000,  5.351752073739666E+07, -6.110139431813240E+06, -5.369487984208392E+06, -2.576144863583618E+00,  5.025828070109748E+01,  4.301554082735343E+00
2460021.500000000,  5.312822198845122E+07, -1.734177445571284E+06, -4.980935258145542E+06, -6.480105068825766E+00,  5.098650694485914E+01,  4.693248453323438E+00
2460022.500000000,  5.239033803985313E+07,  2.690684079781929E+06, -4.558482943737072E+06, -1.064127409403342E+01,  5.137984719165163E+01,  5.085300197110985E+00
2460023.500000000,  5.128287200815810E+07,  7.132838736202161E+06, -4.102371505457516E+06, -1.502898765934923E+01,  5.137671358544902E+01,  5.471191385696446E+00
2460024.500000000,  4.978807244645519E+07,  1.155547167357370E+07, -3.613463880752938E+06, -1.959876204548745E+01,  5.091862922937773E+01,  5.843057828477086E+00
2460025.500000000,  4.789262429273318E+07,  1.591696040755662E+07, -3.093353510219250E+06, -2.429246877975892E+01,  4.995330569073690E+01,  6.191895930277223E+00
2460026.500000000,  4.558879678762832E+07,  2.017154549480870E+07, -2.544450593086820E+06, -2.903916702474332E+01,  4.843779314305341E+01,  6.507859810442760E+00
2460027.500000000,  4.287548880066472E+07,  2.427027194879190E+07, -1.970038852298092E+06, -3.375665535551732E+01,  4.634157312479115E+01,  6.780645951721374E+00
2460028.500000000,  3.975910726183531E+07,  2.816218963902175E+07, -1.374295565956784E+06, -3.835378886316148E+01,  4.364943038113573E+01,  6.999956864442934E+00
2460029.500000000,  3.625421168003823E+07,  3.179578514847357E+07, -7.622686773579530E+05, -4.273357511083923E+01,  4.036390205561011E+01,  7.156027518526921E+00
2460030.500000000,  3.238385878092365E+07,  3.512059856844249E+07, -1.398066000715606E+05, -4.679700681923944E+01,  3.650706781001092E+01,  7.240188779430339E+00
2460031.500000000,  2.817958827539420E+07,  3.808895733336288E+07,  4.865609927231483E+05, -5.044750769901152E+01,  3.212142659096876E+01,  7.245431732850424E+00
2460032.500000000,  2.368100575138094E+07,  4.065773759141983E+07,  1.109789567175830E+06, -5.359576573727237E+01,  2.726962105804267E+01,  7.166927490919040E+00
2460033.500000000,  1.893494285949885E+07,  4.279004529767492E+07,  1.722527287712283E+06, -5.616462093215974E+01,  2.203283364240106E+01,  7.002451513525229E+00
2460034.500000000,  1.399420776198325E+07,  4.445669866418537E+07,  2.317353291346597E+06, -5.809358698740813E+01,  1.650779470188760E+01,  6.752662481876756E+00
2460035.500000000,  8.915977259696878E+06,  4.563739516666002E+07,  2.887032263154525E+06, -5.934254799008593E+01,  1.080250428795196E+01,  6.421195297721673E+00
2460036.500000000,  3.759920770061067E+06,  4.632146282963513E+07,  3.424768132126419E+06, -5.989420523918320E+01,  5.030948592754743E+00,  6.014545896134159E+00
2460037.500000000, -1.413821351422613E+06,  4.650812698532400E+07,  3.924438795956537E+06, -5.975496376858600E+01, -6.927482472925783E-01,  5.541749788475991E+00
2460038.500000000, -6.546663232964881E+06,  4.620626665060882E+07,  4.380795068870241E+06, -5.895412797347756E+01, -6.260196209857195E+00,  5.013881967898623E+00
2460039.500000000, -1.158345847943005E+07,  4.543368265456918E+07,  4.789610420201622E+06, -5.754148605666263E+01, -1.157408077317783E+01,  4.443427540343057E+00
2460040.500000000, -1.647411618046888E+07,  4.421594485442418E+07,  5.147772980235245E+06, -5.558355898817962E+01, -1.655249582399359E+01,  3.843585665328347E+00
2460041.500000000, -2.117484982614958E+07,  4.258492108836309E+07,  5.453316886737105E+06, -5.315893155608126E+01, -2.113193759159035E+01,  3.227571989207120E+00
2460042.500000000, -2.564900050208812E+07,  4.057711131373712E+07,  5.705395426346010E+06, -5.035314831846144E+01, -2.526881101343063E+01,  2.607977502322091E+00
2460043.500000000, -2.986741743801107E+07,  3.823191539649720E+07,  5.904202857430279E+06, -4.725364506623249E+01, -2.893947728178426E+01,  1.996227678582045E+00
2460044.500000000, -3.380841685922924E+07,  3.558995405521190E+07,  6.050854865605285E+06, -4.394511395528510E+01, -3.213901368164405E+01,  1.402168829908021E+00
2460045.500000000, -3.745737003598877E+07,  3.269154332327829E+07,  6.147239214511039E+06, -4.050559393278877E+01, -3.487894881574176E+01,  8.337924041953375E-01
2460046.500000000, -4.080599163965824E+07,  2.957539804651629E+07,  6.195848486595707E+06, -3.700346320567868E+01, -3.718427736288051E+01,  2.970948145029215E-01
2460047.500000000, -4.385141015836263E+07,  2.627761341734653E+07,  6.199606175220117E+06, -3.349540627123991E+01, -3.909005824045950E+01, -2.039387798328018E-01
2460048.500000000, -4.659510461814767E+07,  2.283094834587131E+07,  6.161696130591858E+06, -3.002534456949606E+01, -4.063787223447505E+01, -6.672437340384789E-01
2460049.500000000, -4.904178814445222E+07,  1.926441237663158E+07,  6.085403768055826E+06, -2.662425954835262E+01, -4.187237295194723E+01, -1.092497725551000E+00
2460050.500000000, -5.119831090243863E+07,  1.560313966944294E+07,  5.973975725287977E+06, -2.331079733963454E+01, -4.283811815399719E+01, -1.480875226966029E+00
2460051.500000000, -5.307264426661609E+07,  1.186851938943287E+07,  5.830502930191879E+06, -2.009252070294601E+01, -4.357682300805500E+01, -1.834754333487439E+00
2460052.500000000, -5.467299587039337E+07,  8.078541453710756E+06,  5.657830377070511E+06, -1.696766173037627E+01, -4.412513513539366E+01, -2.157394732532762E+00
2460053.500000000, -5.600709229129156E+07,  4.248309595991461E+06,  5.458495331520594E+06, -1.392722438535231E+01, -4.451299398299301E+01, -2.452604515431821E+00
2460054.500000000, -5.708165309813321E+07,  3.906697828417802E+05,  5.234694206270451E+06, -1.095728697884774E+01, -4.476260347282533E+01, -2.724412328234042E+00
2460055.500000000, -5.790206723715535E+07, -3.483099147526033E+06,  4.988276982578607E+06, -8.041360025635385E+00, -4.488801634743439E+01, -2.976759985737903E+00
2460056.500000000, -5.847227061682653E+07, -7.362584391147322E+06,  4.720766813779856E+06, -5.162664196683693E+00, -4.489530068600359E+01, -3.213229029169165E+00
2460057.500000000, -5.879481260397177E+07, -1.123757572995161E+07,  4.433401366597150E+06, -2.306206271355700E+00, -4.478323370601412E+01, -3.436812704059530E+00
2460058.500000000, -5.887108930584223E+07, -1.509748209855985E+07,  4.127191565362663E+06,  5.394518990203263E-01, -4.454444561202318E+01, -3.649742426623440E+00
2460059.500000000, -5.870171331654648E+07, -1.893086302747320E+07,  3.802992739029538E+06,  3.380815563763557E+00, -4.416691761842696E+01, -3.853375009557059E+00
2460060.500000000, -5.828698335542337E+07, -2.272510089642985E+07,  3.461582761604881E+06,  6.218530448123935E+00, -4.363572419421307E+01, -4.048143806433707E+00
2460061.500000000, -5.762741316617000E+07, -2.646623001368941E+07,  3.103741645462655E+06,  9.046940900069146E+00, -4.293490084754302E+01, -4.233573632985276E+00
2460062.500000000, -5.672427734126601E+07, -3.013892811856270E+07,  2.730327203466572E+06,  1.185413857932037E+01, -4.204931599395809E+01, -4.408355995130506E+00
2460063.500000000, -5.558013244260256E+07, -3.372666551634113E+07,  2.342341834570205E+06,  1.462247969010751E+01, -4.096642895164509E+01, -4.570477979167377E+00
2460064.500000000, -5.419927484191938E+07, -3.721199724003798E+07,  1.940986187242031E+06,  1.732952245807372E+01, -3.967782584356881E+01, -4.717395323794774E+00
2460065.500000000, -5.258810191432082E+07, -4.057697491562251E+07,  1.527696378846083E+06,  1.994931315652272E+01, -3.818044074283760E+01, -4.846237868709890E+00
2460066.500000000, -5.075535027526575E+07, -4.380364785818484E+07,  1.104162546326632E+06,  2.245392982355141E+01, -3.647738998832290E+01, -4.954033906245925E+00
2460067.500000000, -4.871219324040550E+07, -4.687461773463679E+07,  6.723277124820556E+05,  2.481517899363049E+01, -3.457837210761726E+01, -5.037939059110842E+00
2460068.500000000, -4.647218910883696E+07, -4.977360817490648E+07,  2.343672036303245E+05,  2.700633311479613E+01, -3.249961283694083E+01, -5.095455231378152E+00
2460069.500000000, -4.405108166824631E+07, -5.248601015157189E+07, -2.073499238294326E+05,  2.900379530021771E+01, -3.026336276819064E+01, -5.124625943668482E+00
2460070.500000000, -4.146646391617719E+07, -5.499936579246947E+07, -6.503148697816581E+05,  3.078858374321207E+01, -2.789698254749136E+01, -5.124195927478572E+00
